depa_nombre,muni_nombre,codigo_habilitacion,nombre_prestador,tido_codigo,nits_nit,razon_social,clpr_codigo,clpr_nombre,ese,direccion,telefono,fax,email,gerente,nivel,caracter,habilitado,fecha_radicacion,fecha_vencimiento,fecha_cierre,dv,clase_persona,naju_codigo,naju_nombre,numero_sede_principal,fecha_corte_REPS,
Antioquia,JERICÓ,536804833,NUEVA ESE HOSPITAL SAN RAFAEL JERICO,,890980765,NUEVA ESE HOSPITAL SAN RAFAEL JERICO,1,Instituciones - IPS,SI,CARRERA 5  9-157,0948523166. 0948523272-0948523,8523166,jerihs01@gmail.com fernandoalegriag@gmail.com,JOHN  ALEXANDER GIRALDO GIRALDO,1,MUNICIPAL,SI,20030414,20210831,,9,JURIDICO,4,Pública,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,LA CEJA,537611043,"CLINICA DEL ORIENTE, CORPORACION PARA LA SALUD MENTAL",,900271660,"CLINICA DEL ORIENTE, CORPORACION PARA LA SALUD MENTAL",1,Instituciones - IPS,  ,KM 3  Sector el Yarumo  CT La Ceja-Rionegro,5631769-5618961,5314921,clinicadeloriente@gmail.com,RAMON EDUARDO LOPERA LOPERA, ,,SI,20091106,20210831,,8,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,LA CEJA,537602125,CLINICA SAN JUAN DE DIOS LA CEJA,,890905154,CLINICA SAN JUAN DE DIOS LA CEJA,1,Instituciones - IPS,NO,AVENIDA SAN JUAN DE DIOS LA CEJA,5352020,5532456,csjd@clinicasanjuandedios.com,SERGIO ALEJANDRO GALLO BOTERO, ,,SI,20030411,20210831,,1,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,LA CEJA,537605926,ESE HOSPITAL DE LA CEJA,,890980758,ESE HOSPITAL DE LA CEJA,1,Instituciones - IPS,SI,CL 17 #19-55,5745531444,5745531444,hospitalceja@une.net.co,Sandra Elizabet Uribe Velez,1,MUNICIPAL,SI,20061117,20210831,,7,JURIDICO,4,Pública,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,LA CEJA,537615147,Grupo Empresarial Macrosalud IPS S.A.S,,900978555,Grupo Empresarial Macrosalud IPS S.A.S,1,Instituciones - IPS,  ,CARRERA 19 # 19 - 33 LOCAL 216,5576478,,macrosaludips@hotmail.com,Deynne  Perea Potes, ,,SI,20160811,20210831,,8,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,LA CEJA,537612422,IPS CORRIENTE VITAL CONSULTORES S.A.S,,900520548,IPS CORRIENTE VITAL CONSULTORES S.A.S,1,Instituciones - IPS,  ,CALLE 18 # 18 69,553 92 79 5532334,,gerencia@ipscorrientevital.com,JUAN JOSE GONZALEZ URIBE, ,,SI,20160905,20210831,,1,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,LA CEJA,537607870,ODONTOLOGOS ASOCIADOS SAS,,811043435,ODONTOLOGOS ASOCIADOS SAS,1,Instituciones - IPS,NO,CRA 19 # 19-63,5531899 - 5536275,,lasalud@une.net,ANDRES JOSE  GAVIRIA LONDOÑO, ,,SI,20040316,20210831,,7,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,LA CEJA,537604014,SANTAMARIA IPS LTDA,,811022556,SANTAMARIA IPS LTDA,1,Instituciones - IPS,NO,CALLE 19 # 21 - 48,4482444,5535148,gerencia@santamariaips.net.co,JORGE HERNANDO COLORADO GIRALDO, ,,SI,20030409,20210831,,1,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,LA CEJA,537614418,VITALAB DE COLOMBIA S.A.S,,900549627,VITALAB DE COLOMBIA S.A.S,1,Instituciones - IPS,  ,CL 19 # 19-19 LC 8,4487304,no tiene,administracion@dentiplan.com.co,HAYDEE LILIANA ZULUAGA CONTRERAS, ,,SI,20150915,20210831,,1,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,LA ESTRELLA,538005016,EMPRESA SOCIAL DEL ESTADO HOSPITAL LA ESTRELLA,,800138968,EMPRESA SOCIAL DEL ESTADO HOSPITAL LA ESTRELLA,1,Instituciones - IPS,SI,CL 83 A SUR N° 60 - 45,5743021010,5742796340,infohospital@eselaestrella.gov.co,Daniel Gustavo Velasquez Betancur,1,MUNICIPAL,SI,20061117,20210831,,1,JURIDICO,4,Pública,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,LA ESTRELLA,538010121,HABITAT ADULTO MAYOR S.A.,,900165652,HABITAT ADULTO MAYOR S.A.,1,Instituciones - IPS,  ,CL 77 SUR 50 A 290,3221520,,jposada@tuhabitat.co,JAIME  POSADA ARANGO, ,,SI,20130219,20210831,,5,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,LA ESTRELLA,538016595,MAS VIDA SENIORS SAS,,900699792,MAS VIDA SENIORS S.A.S.,1,Instituciones - IPS,  ,CALLE 81 SUR No 65-200,4482741,---,wuribe@masvidaseniors.com,WADHER - URIBE NAZAR, ,,SI,20180814,20220813,,1,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,LA PINTADA,539005090,EMPRESA SOCIAL DEL ESTADO HOSPITAL ANTONIO ROLDAN BETANCUR,,811013792,EMPRESA SOCIAL DEL ESTADO HOSPITAL ANTONIO ROLDAN BETANCUR,1,Instituciones - IPS,SI,KR 30 # 30A - 45,5748454063,5748453315,harbgerencia@gmail.com,Juan Enrique Montoya  Urrea,1,MUNICIPAL,SI,20061116,20210831,,3,JURIDICO,4,Pública,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,LA UNIÓN,540005271,CENTRO MEDICO ALONSO JARAMILLO B. S.A.S,,811014919,CENTRO MEDICO ALONSO JARAMILLO B. S.A.S,1,Instituciones - IPS,NO,CARRERA 8 N° 12-06,5562196,5562196,cmalojara@une.net.co,ALONSO DE JESUS  JARAMILLO BAENA, ,,SI,20030414,20210831,,6,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,LA UNIÓN,540002420,ESE HOSPITAL SAN ROQUE,,890980866,E.S.E. HOSPITAL SAN ROQUE - LA UNION,1,Instituciones - IPS,SI,CALLE 12 No. 11-54,(04) 5560619,5560658,hsanroque_union@hotmail.com,ROBINSON RAFAEL TOVAR SOLANO,1,MUNICIPAL,SI,20030415,20210831,,4,JURIDICO,4,Pública,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,LIBORINA,541101579,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN LORENZO,,890982139,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN LORENZO,1,Instituciones - IPS,SI,KR 13 # 6- 21,8561826,8561085,libohs01@edatel.net.co,LUZ ALEXANDRA RODRIGUEZ GARZON,1,MUNICIPAL,SI,20110404,20210831,,7,JURIDICO,4,Pública,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MACEO,542505105,EMPRESA SOCIAL DEL ESTADO MARCO A. CARDONA,,890906966,EMPRESA SOCIAL DEL ESTADO MARCO A. CARDONA,1,Instituciones - IPS,SI,KR 30 # 33 - 237,8640283,8640658,macehs01@edatel.net.co,CAROLINA ANDREA SOSA GOMEZ,1,MUNICIPAL,SI,20110516,20210831,,8,JURIDICO,4,Pública,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MARINILLA,544014924,CORPORACION OASIS,,900876851,CORPORACION OASIS,1,Instituciones - IPS,  ,CL 21 42 35 BELEN CASCAJO,5690891,5690891,corpooasis@gmail.com,NELSON  LONDOÑO  FRANCO, ,,SI,20160811,20210831,,5,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MARINILLA,544005273,ESE HOSPITAL  SAN JUAN DE DIOS,,890980752,E.S.E. SAN JUAN DE DIOS DE MARINILLA,1,Instituciones - IPS,SI,CARRERA 36 N 28-85,4 548 40 44,5481188,hospimar@une.net.co  hospitalmarinilla@une.net.co  gerencia@hospitalmarinilla.com.co,DORIAN  DUVERLY PULGARÍN  RAMÍREZ,1,MUNICIPAL,SI,20030414,20210831,,3,JURIDICO,4,Pública,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MARINILLA,544017658,Healtix Home SAS,,901110967,Healtix Home SAS,1,Instituciones - IPS,  ,Calle 26 # 28 - 36 Local 204,6039224,,healtixhome@gmail.com,Lina Marcela Ramírez Arbeláez, ,,SI,20190919,20230918,,7,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MARINILLA,544016842,INVERSIONES GOMEZ-CARO S.A.S,,901152802,INVERSIONES GOMEZ-CARO S.A.S,1,Instituciones - IPS,  ,CL 26 #28-80 LC206,4481232 - 3128696580,,gerenciamarinilla@dentiplan.com.co,SORELLY  GOMEZ OSORIO, ,,SI,20180405,20220404,,0,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MARINILLA,544006307,UNIDAD MEDICA INTEGRAL UMI  S.A.S,,811038737,UNIDAD MEDICA INTEGRAL UMI  S.A.S,1,Instituciones - IPS,NO,CL 30 # 30-47,5482021,5482021,unidadmedica.umi@gmail.com,JUAN GUILLERMO  JIMENEZ GIRALDO, ,,SI,20030421,20210831,,6,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MEDELLÍN,500116791, traumacentro S.A.S,,901094037,TRAUMACENTRO S.A.S,1,Instituciones - IPS,  ,cra 65 # 42-20,3153213788,3153213788,administracion@clinicatraumacentro.com,LINDA MAYERLY SAAVEDRA RIVERA, ,,SI,20181016,20221015,,3,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MEDELLÍN,500111178,ADILAB - AYUDAS DIAGNOSTICAS Y LABORATORIO CLINICO S.A.S,,900341857,ADILAB - AYUDAS DIAGNOSTICAS Y LABORATORIO CLINICO S.A.S,1,Instituciones - IPS,  ,"CL 49 # 45 - 81 EDIFICIO CATALUÑA,  3o. PISO",4443582,4443582 EXT.101,gerencia@adilab.com.co,LUZ HELENA VALENCIA MONSALVE, ,,SI,20100305,20210831,,2,JURIDICO,1,Privada,9,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MEDELLÍN,500114134,ADMINISTRACION  DE NEGOCIOS S&C  LTDA,,900132513,ADMINISTRACION  DE NEGOCIOS S&C  LTDA,1,Instituciones - IPS,  ,Calle 7 No 39-107 Piso 13 CS 1308 Piso 8 CS 805 Edificio MEDICAL,2669633-3104474985,,marthapcastaneda@gmail.com,MARTHA PATRICIA CASTAÑEDA VILLAMIZAR, ,,SI,20150917,20210831,,8,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MEDELLÍN,500112075,ADORATE S.A.S,,900463070,ADORATE S.A.S,1,Instituciones - IPS,  ,CL 30A # 82A-26 LC 3127,4488995,,servicioalcliente@adorate.co,JULIO EDUARDO ZULETA MUÑOZ, ,,SI,20111026,20210831,,7,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MEDELLÍN,500110752,AEROSANIDAD S.A.S,,900236791,aerosanidad sas,1,Instituciones - IPS,  ,KR 65 A # 13 - 157,4488410,,gerencia@aerosanidadsas.com,Juan  Carlos Lopéz Builes, ,,SI,20170908,20210831,,6,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MEDELLÍN,500109873,ALIANZA VISUAL S.A.S.,,900155966,ALIANZA VISUAL S.A.S.,1,Instituciones - IPS,NO,DIAGONAL 75B #2A-120 LOCAL 141 PLAZOLETA CLINICA LAS AMERICAS,2327300,2327300,alianzavisual@gmail.com,HARLIN HOSMAN MORENO PEREA, ,,SI,20070711,20210831,,1,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MEDELLÍN,500112175,ALIVIUM S.A.S ,,900413905,ALIVIUM S.A.S ,1,Instituciones - IPS,  ,Av. 33 #78-98,4441962,,gerencia@ipsalivium.com,ALVARO  VALDERRAMA GOMEZ, ,,SI,20120203,20210831,,8,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MEDELLÍN,500112987,Alviva SAS,,900611155,Alviva SAS,1,Instituciones - IPS,  ,CL 7 #39 - 197 CS 1510 Torre Intermédica,321 4765,,edgar.giraldo@alvivaclinica.com,Edgar  Giraldo Navarro, ,,SI,20131001,20210831,,1,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MEDELLÍN,500110027,AMBULANCIAS INTENSIVA S.A.S,,900154101,AMBULANCIAS INTENSIVA S.A.S,1,Instituciones - IPS,NO,CALLE 30 # 80 - 37 OFICINA 102,4444318,,a-lbertoramirez@hotmail.com,ALBERTO JAVIER RAMIREZ CAMARGO, ,,SI,20071023,20210831,,1,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MEDELLÍN,500115863,AMBUPETROL MEDICA S.A.S-AMBUMEDICA S.A.S,,900205707,AMBUPETROL MEDICA S.A.S-AMBUMEDICA S.A.S,1,Instituciones - IPS,  ,carrera 81 # 45-62,3222347 / 3168772398,3222347,ambumedicamedellin@gmail.com,LUIS FERNANDO ZAMORANO GONZALEZ, ,,SI,20170601,20210831,,4,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MEDELLÍN,500102846,ANESTESIOLOGOS LAS AMERICAS LTDA SALAM LTDA,,800205837,ANESTESIOLOGOS LAS AMERICAS LTDA SALAM LTDA,1,Instituciones - IPS,NO,DG 75B # 2A-80 TO Médica Las Américas CS 813,5743459284,5743458358,salamltd@epm.net.co,HECTOR DE JESUS  MANRIQUE VALENCIA, ,,SI,20081001,20210831,,0,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MEDELLÍN,500104831,ANGIOLOGIA MEDICA DIAGNOSTICA SAS,,811004569,ANGIOLOGIA MEDICA DIAGNOSTICA SAS,1,Instituciones - IPS,NO,KR 46 #2 SUR 45 CS 369,5744444941,5743117706,luiz.ortiz@cardioestudio.com,Luz  Stella Ortiz Franco, ,,SI,20061117,20210831,,9,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MEDELLÍN,500114809,ANTIOX SAS,,900811214,ANTIOX SAS,1,Instituciones - IPS,  ,Cr 25 # 1a SUR 155 LOCAL 134,3536906-3053036165,,coordinacionantioxlab@gmail.com,Juan Carlos Salazar Giraldo, ,,SI,20160425,20210831,,4,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MEDELLÍN,500112004,APLISALUD S.A. IPS,,811027689,APLISALUD S.A. IPS,1,Instituciones - IPS,  ,AVENIDA 33 #74B-163,4144448,4144448,gramirez@aplisalud.com,GLORIA CECILIA RAMIREZ RAMIREZ, ,,SI,20110915,20210831,,3,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MEDELLÍN,500110875,ART MEDICA S.A.S.,,900298928,ARTMEDICA S.A.S,1,Instituciones - IPS,NO,CL 33 # 74B  105,4444994,4444994,coordinacioncalidad@artmedica.co,RICARDO ANTONIO PINEDA TAMAYO, ,,SI,20090723,20210831,,3,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MEDELLÍN,500109843,Arthros Centro de Fisioterapia y Ejercicio S.A.S,,900129176,Arthros Centro de Fisioterapia y Ejercicio S.A.S,1,Instituciones - IPS,  ,"CALLE 19A 44-25 CIUDAD DEL RÍO, CLÍNICA PRADO -CONSULTORIO 210A",4445640,,calidadarthros@gmail.com,Jorge  Mario Velez Gutierrez, ,,SI,20100511,20210831,,8,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MEDELLÍN,500103549,ASCODES SAS,,811000798,ASCODES SAS,1,Instituciones - IPS,NO,CL 49 B #64B 112 CS 302,4366060,4363031,ascodes@ascodes.com,GABRIEL IVAN GARCIA GONZALEZ, ,,SI,20090123,20210831,,0,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MEDELLÍN,500114227,Asemeco S.A.S,,900628769,Asemeco S.A.S,1,Instituciones - IPS,  ,CARRERA 81 A NO 48 A 16,4485951,,admonasemeco@gmail.com,ANGEL  DARIO JULIO MADRID, ,,SI,20150812,20210831,,6,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MEDELLÍN,500109509,ASESORIAS Y SOLUCIONES INTEGRALES EN SALUD A&S S.A.,,811038796,ASESORIAS Y SOLUCIONES INTEGRALES EN SALUD A&S S.A.,1,Instituciones - IPS,NO,KR 63B # 32E -67,4483625,2656802 EXT 102,ays@ays.com.co,LAURA MARCELA CÓRDOBA ZAPATA, ,,SI,20071117,20210831,,0,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MEDELLÍN,500116954,AsisPlus SAS,,901097228,Asisplus SAS,1,Instituciones - IPS,  ,CARRERA 81 # 19-44 PISO 1,3177479534,,info@asisplus.com.co,Carlos Ferney Trujillo Solorzano, ,,SI,20191031,20231030,,7,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MEDELLÍN,500113492,ASISTENCIA CIENTIFICA DE ALTA COMPLEJIDAD SAS,,900206215,ASISTENCIA CIENTIFICA DE ALTA COMPLEJIDAD SAS,1,Instituciones - IPS,  ,CARRERA 45 NUMERO 55 - 53,4231735  3004204477,,coord.gerencia@asistenciacientifica.com,BERNARDO  PACHECO MALDONADO, ,,SI,20140729,20210831,,7,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MEDELLÍN,500112505,"Asistencia Integral en Casa ""Assistirte SAS""",,900538491,"ASISTENCIA INTEGRAL EN CASA ""ASSISTIRTE S.A.S""",1,Instituciones - IPS,  ,Calle 54 # 45 - 63 Piso 401 A,4485071,,assistirtesas@gmail.com,HERBER ALEXANDER FLOREZ ROLDAN, ,,SI,20170313,20210831,,8,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MEDELLÍN,500111082,ASOCIACION AMIGOS CON CALOR HUMANO,,890983816,ASOCIACION AMIGOS CON CALOR HUMANO,1,Instituciones - IPS,  ,CRA 50C 59 - 87,2921140,,direccion@asociacionamigos.org,ALBA DORIS ROJAS SILVA, ,,SI,20160706,20210831,,1,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MEDELLÍN,500104789,"ASOCIACIÓN MEDELLIN DE LUCHA CONTRA EL CANCER ""MEDICANCER""""",,890919272,"ASOCIACIÓN MEDELLIN DE LUCHA CONTRA EL CANCER ""MEDICANCER""""",1,Instituciones - IPS,NO,KR 51 D # 67 - 60,4484411,5110666,secretariadireccion@medicancer.org,JAIME  LONDOÑO ECHEVERRI, ,,SI,20030411,20210831,,1,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MEDELLÍN,500106283,ASOCIACION MUTUAL SAN JAVIER,,890982135,ASOCIACION MUTUAL SAN JAVIER,1,Instituciones - IPS,NO,KR 102 A # 47C-97,5742529559,5742527964,asmutual@une.net.co,JULIO JAIRO ORTEGA ZAPATA, ,,SI,20061117,20210831,,8,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MEDELLÍN,500104917,ASOCIACIÓN PROFAMILIA,,860013779,ASOCIACIÓN PROFAMILIA,1,Instituciones - IPS,NO,CL 54 # 43-47,2836688 - 5760040,,mroyo@profamilia.org.co,MARTA ELENA ROYO RUIZ, ,,SI,20030414,20210831,,5,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MEDELLÍN,500112183,Atención Integral Ituango S.A.S,,900498260,ATENCION INTEGRAL ITUANGO S.A.S,1,Instituciones - IPS,  ,CALLE 7 SUR #42-70 inte 1503,3117946596,,angelaalvarez23@gmail.com,ANGELA  MARÍA ALVAREZ PATIÑO, ,,SI,20191204,20231203,,0,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MEDELLÍN,500117243,Atención Postiquirúrgica en Casa S.A.S,,901177196,Atención Postiquirúrgica en Casa S.A.S,1,Instituciones - IPS,  ,CALLE 7 # 39-107 CONSULTORIO 814,3006078302,,apqcsas@gmail.com,JUAN CARLOS MUÑOZ BARBOSA, ,,SI,20181011,20221010,,3,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MEDELLÍN,500114497,ATENEA MAMA Y PELVIS IPS S.A.S,,900819216,ATENEA MAMA Y PELVIS IPS S.A.S,1,Instituciones - IPS,  ,CLL 19a # 44 - 25 CS 2219  - Edificio Salud y Servicios,2355200,,ateneamamaypelvis@gmail.com,RESTREPO RAMÍREZ CARLOS ALBERTO, ,,SI,20151016,20210831,,5,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MEDELLÍN,500108474,AUDIOCOM S.A.S,,814003448,AUDIOCOM IPS,1,Instituciones - IPS,NO,Cra 43A  No. 14-57 Local 115-116 - Barrio:,(1) 3791900 ext 100 - 3176363751 - (4) 6040052,NO APLICA,administracion@audiocom.com.co,JAIRO DIEGO PORTILLA TORO, ,,SI,20061117,20210831,,2,JURIDICO,1,Privada,5,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MEDELLÍN,500104246,AUDIOLOGIA Y VESTIBULOMETRIA S.A.S,,890928334,AUDIOLOGIA Y VESTIBULOMETRIA S.A.S,1,Instituciones - IPS,NO,CALLE 54 N° 45-63 CONS. 402,2313555,2313610,calidad@audivel.com.co,FRANCISCO JAIRO  VILLEGAS BERNAL, ,,SI,20030410,20210831,,8,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MEDELLÍN,500113216,Aurora Centro Especializado en Cáncer de Piel SAS,,900558506,Aurora Centro Especializado en Cáncer de Piel SAS,1,Instituciones - IPS,  ,KA 46 # 7-12,4443537,,dr.andresanangel@gmail.com,ANDRES  ANGEL BOTERO, ,,SI,20140204,20210831,,5,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MEDELLÍN,500117202,Autonomía y Salud S.A.S,,901121311,AUTONOMIA Y SALUD S.A.S,1,Instituciones - IPS,  ,Cra 46 N° 54 - 14 cons 803,5745119652,,fariasoto@autonomiaysalud.com,ANGELA FARIA SOTO CASTAÑEDA, ,,SI,20190919,20230918,,3,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MEDELLÍN,500112258,avanza salud  S.A.S,,900501215,avanza salud  S.A.S,1,Instituciones - IPS,  ,KR 45 # 6-75,3119142-4440624-3117294,,joinnigp@yahoo.com,jhon  edgardo mora angarita, ,,SI,20120314,20210831,,1,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MEDELLÍN,500116513,AVENZA GROUP S.A.S,,901123886,AVENZA GROUP S.A.S,1,Instituciones - IPS,  ,Kr 42 #3 Sur -  81 LC 335,4796618,,sincronizatuvida@bilanzlounge.com,Juan Carlos Avendaño Zapata, ,,SI,20180309,20220308,,5,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MEDELLÍN,500110395,Aviles Optical SAS,,811013039,AVILES OPTICAL SA,1,Instituciones - IPS,  ,CALLE 57 # 50 - 36 OF 104,5118483,,avilesoptical@hotmail.com,GABRIEL JAIME JARAMILLO VELEZ, ,,SI,20170825,20210831,,5,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MEDELLÍN,500118070,AYUDA MEDICA DOMICILIARIA Y EMPRESARIAL SOLUCIONES EN SALUD OCUPACIONAL SAS,,900532663,AYUDA MEDICA DOMICILIARIA Y EMPRESARIAL SOLUCIONES EN SALUD OCUPACIONAL S A S ,1,Instituciones - IPS,  ,CRA 63 N° 32 E 39 OF 101,3171532982,,administracion@ayudamedica.com.co,ELVIA  FABIOLA FLOREZ ANAYA, ,,SI,20191213,20231212,,0,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MEDELLÍN,500110653,AYUDAS DIAGNOSTICAS SURA S.A.S,,800225057,AYUDAS DIAGNOSTICAS SURA S.A.S,1,Instituciones - IPS,NO,CARRERA 48 No. 19A 40 CONSULTORIOS 901 Y 911,5742602100,,lmgaleanoa@sura.com.co,Angela Maria Loaiza Arango, ,,SI,20090218,20210831,,8,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MEDELLÍN,500116351,BARDANA CENTRO MEDICO S.A.S,,901056813,BARDANA CENTRO MEDICO S.A.S,1,Instituciones - IPS,  ,CALLE 48#30-22,222 48 03 - 3005085818,,info@bardana.com.co,CRISTHIAN CAMILO CASTRILLON RAMIREZ, ,,SI,20171018,20211017,,0,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MEDELLÍN,500113618,BCR DENT SAS,,900713928,BCR DENT SAS,1,Instituciones - IPS,  ,CARRERA 80 #49-57 Local 201 - 301,2349697,2349416,gerencia@unidadroboticadental.com,HERNAN  RODRIGUEZ CARRANZA, ,,SI,20140925,20210831,,4,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MEDELLÍN,500112458,BELLA VIE S.A.S,,900524360,BELLA VIE S.A.S,1,Instituciones - IPS,  ,Calle 32 F # 74 B 76,4190988-3022298980,4190988,bellaviemed@gmail.com,Jairo  Adolfo Patiño Patiño, ,,SI,20120724,20210831,,0,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MEDELLÍN,500112990,BELLEZA Y ARTE S.A.S.,,900593591,BELLEZA Y ARTE S.A.S.,1,Instituciones - IPS,  ,CL 9 # 43C-70,3208230,,admon.sofinaclinic@gmail.com,Isabel María Quintero Guerrero, ,,SI,20130918,20210831,,1,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MEDELLÍN,500116163,BIENESTAR IPS S.A.S.,,800223206,BIENESTAR IPS S.A.S.,1,Instituciones - IPS,  ,CARRERA 51 D NO 69 - 23 INTERIOR 1,3158832774,,"elizabeth.pineda@bienestarips.com, alexander.moscoso@bienestarips.com",EDGARDO RAFAEL ZAMBRANO BROCHERO, ,,SI,20170921,20210920,,1,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
Antioquia,MEDELLÍN,500105358,BIG SMILE S.A.S.,,811038502,BIG SMILE S.A.S.,1,Instituciones - IPS,NO,KR 25 A # 1 A SUR 45,5743213344,3213127,henaonaty@hotmail.com,RAMIRO ANDRES JARAMILLO MARIN, ,,SI,20061117,20210831,,2,JURIDICO,1,Privada,1,Fecha corte REPS: Dec  9 2020 11:48AM,
